title,#,author,reviewer,reviewer link,reviewer ID,editor (internal use),isbn,hide_ibooks,book_seamus_id,author_seamus_id,review_seamus_id,tags,genre (internal use),text,random numbers
A Constellation Of Vital Phenomena: A Novel ,16,Anthony Marra,Lynn Neary,http://www.npr.org/people/2100948/lynn-neary,"correspondent, Arts Desk",Rose,0770436404,,178803345,186090241,180074991,"NPR Staff Picks, Realistic Fiction, For History Lovers, Tales From Around The World, Seriously Great Writing, Eye-Opening Reads, Book Club Ideas, Historical Fiction, Family Matters",Fiction,"The title is hard to wrap your mind around. It comes from a medical textbook's definition of ""life."" Set during Chechnya's wars for independence from Russia, Anthony Marra’s novel begins in a small village where a young girl's father has just been taken away by government troops. Her rescuer, the village doctor, seeks refuge in a barely functioning urban hospital run by a brilliant surgeon -- a still-young woman whose emotions have been stripped bare by war. These and the other characters whose lives run through this story of life in the midst of war are among the most memorable I have ever encountered. They will break your heart and keep you reading.",0.390328224
Toms River: A Story Of Science And Salvation,100,Dan Fagin,Andrew Prince,,Science Desk staff,Nicole,055380653X,,174757182,174758163,,"NPR Staff Picks, Science & Society, Eye-Opening Reads, For History Lovers, The Dark Side, Rather Long",Nonfiction,"You wouldn't necessarily expect the story of a dye manufacturing facility to be one of intrigue, insurrection, deception and death. But Dan Fagin's narrative of the arrival and explosive growth of a chemical plant in New Jersey in the 1950s weaves a complex tale of powerful industry, local politics, water rights, epidemiology, public health and cancer in a gripping, page-turning environmental thriller. Fiercely reported and accentuated with lessons in both historical science and modern medicine, <em>Toms River</em> is a tale of toxic waste, and the families and communities left in its wake.",0.391280341
Revenge: Eleven Dark Tales,52,Yoko Ogawa ,Alan Cheuse,,"critic and author, most recently of <em>Paradise, Or, Eat Your Face: A Trio of Novellas</em>",Rose,0312674465,,170067979,,170069725,"Poetry & Short Stories, The Dark Side, Rather Short, Realistic Fiction, Tales From Around The World",Fiction/Short Stories,"As you read this weird and mesmerizing collection you find Yoko Ogawa ascending into an orbit at least as high as Haruki Murakami’s &mdash; as in the story ""Sewing for the Heart,"" which features a bag designer whose customer is a woman with her heart growing on the outside of her chest; or in the flatly told but utterly bizarre trio of linked stories ""Welcome to the Museum of Torture,"" ""The Man Who Sold Braces"" and ""The Last Hour of the Bengal Tiger.” Ogawa stands on the shoulders of giants, as the saying goes. But this collection may linger in your mind &mdash; it does in mine &mdash; as a delicious, perplexing, absorbing and paradoxically singular experience.",0.395985883
Cinnamon And Gunpowder: A Novel,,Eli Brown,Petra Mayer,http://www.npr.org/people/2100882/petra-mayer,NPR Books staff,Camila,0374123667,,187045973,,187046564,"Realistic Fiction, Cookbooks & Food, For History Lovers, NPR Staff Picks, Book Club Ideas",Literary Fiction,"Set sail with uptight chef Owen Wedgwood and rowdy pirate “Mad Hannah” Mabbot for a rollicking tale of haute cuisine on the high seas.  Wedgwood is a talented but prissy chef to a shipping magnate until Mabbot shoots his employer point-blank and takes him captive. She offers him a deal no chef can refuse: your life in exchange for one magnificent dinner a week, made from whatever’s in the ship’s larders.  Skim the family-drama back story, and savor instead Wedgwood’s MacGyver-like ingenuity as he cobbles together bread starters, pheasant mole and brandied mango tart amid the chaos of a pirate ship.",0.400426286
Hand-Drying In America: And Other Stories,11,Ben Katchor,Glen Weldon,http://www.npr.org/people/137817249/glen-weldon,author of <em>Superman: The Unauthorized Biography</em>,Beth/Petra,0307906906,TRUE,173455377,,173456908,"Comics & Graphic Novels, 
Rather Short, Eye-Opening Reads, For Art Lovers",Comic,"In his latest collection of comics mini-stories, the creator of the brilliant <em>Julius Knipl, Real Estate Photographer</em> gently interrogates the everyday &mdash; the click of a light switch, say, or the nozzle on a can of shaving cream &mdash; and finds unimagined and uncanny depths within. Ben Katchor sets up an intriguing tension between his rough, riotous, almost impressionistic figures and backgrounds and the voice of his captions, which enumerate salient story points with the dry, implacable plainness of a 1950s plumbing-fixture catalog. Elliptical and mysterious but never abstruse, the picture-poems of <em>Hand-Drying in America</em> celebrate the mundane world around us by revealing it to be anything but.",0.404287116
Metaphysical Dog,106,Frank Bidart,Craig Morgan Teicher,http://www.craigmorganteicher.com/,poet and critic,Camila,0374173613,TRUE,168536124,,,"Love Stories, For History Lovers, Seriously Great Writing",Poetry,"One of the great living masters of contemporary poetry, Frank Bidart is at the height of his powers in this extraordinary new book of short, midlength and long poems. With his trademark intensity, Bidart, once a friend and disciple of Robert Lowell and Elizabeth Bishop, revisits his early work in searing new poems. Looking back on a long life, he recalls the pre-World War II music, movies and culture that has sustained his imagination for decades. When Bidart recalls his tortured coming out, the weight of his guilt and anguish is palpable &mdash; but so is his faith that art can make hardship not merely bearable, but almost unbearably beautiful.",0.408825154
Scarlet,150,Marissa Meyer,Alaya Dawn Johnson,http://www.alayadawnjohnson.com/,"author, most recently of <em>The Summer Prince</em>",Petra,0312642962,,243268501,,,"Young Adult, Science Fiction & Fantasy, It's All Geek To Me, Mysteries & Thrillers, Rather Long",YA,"Marissa Meyer’s debut, <em>Cinder</em>, retold Cinderella with a resourceful cyborg mechanic who left her <em>foot</em> on the palace stairs. I wasn't sure how I felt about adding Little Red Riding Hood to the mix, but <em>Scarlet</em>  won me over within a chapter. Meyer’s mashup of fairytales with science fictional worldbuilding works its magic again, with French Scarlet searching frantically for her grandmother &mdash; with the help of a bio-engineered big bad Wolf, of course. ",0.424099108
Singing School: Learning To Write (And Read) Poetry By Studying with the Masters,115,Robert Pinsky,Alan Cheuse,,"critic and author, most recently of <em>Paradise, Or, Eat Your Face: A Trio of Novellas</em>",Rose,0393050688,,188728896,209256446,,"Poetry & Short Stories, For Art Lovers, For History Lovers ",Poetry ,"A marvelous, career-crowning, 80-poem anthology with brief essays and headnotes offers Robert Pinsky’s account of how he learned to write (and read) poetry by studying the masters of the form. The poems range from Michelangelo's lament about the difficulties of painting the ceiling of the Sistine Chapel to Gregory Corso on marriage; Frank O'Hara, Yeats and Marianne Moore on poetry; Whitman on the Civil War dead; Sappho, Pound and Sylvia Plath on love; and Sterling Brown on a sleeping Harlem.",0.42842779
The Reason I Jump: The Inner Voice Of A Thirteen-Year-Old Boy With Autism,155,"Naoki Higashida, translated by David Mitchell and KA Yoshida",Philipp Goedicke,,"limericist, <em>Wait Wait ... Don't Tell Me!</em>",Nicole,0812994868,,231366636,,,"NPR Staff Picks, Biography & Memoir, Rather Short, Eye-Opening Reads, Science & Society",Health/Memoir,"<p>What this nontraditional memoir taught me: My anguish makes others suffer, especially when I can’t communicate.</p>
<p>And: Just because I can’t stop doing something doesn’t mean I enjoy it.</p>
<p>Turns out this 13-year-old Japanese boy with autism has me figured out. Add his clarity and gentle spirit and you’ve got magic. ""Stay close by and keep a gentle eye on us, and while we're swept up in our torment, please stop us from hurting ourselves or others."" Sounds like a prayer, doesn’t it? What a kid.</p>",0.429768578
The Screaming Staircase,165,Jonathan Stroud ,Emily Ecton,,<em>Wait Wait ... Don't Tell Me!</em> staff,Nicole,1423164911,TRUE,244796024,,,"NPR Staff Picks, Kids' Books, Science Fiction & Fantasy, Mysteries & Thrillers",Middle grade,"Three kids who run a professional ghost hunting company have been hired to investigate a house that's so haunted and dangerous, no other team has ever made it out alive. If you're into gripping and suspenseful ghost stories mixed with dry humor, this book is for you. (Bonus points if you also like murdered monks and walls dripping with blood.) (For ages 8 to 12)",0.430500151
Julio's Day,54,Gilbert Hernandez,Glen Weldon,http://www.npr.org/people/137817249/glen-weldon,author of <em>Superman: The Unauthorized Biography</em>,Beth/Petra,1606996061,TRUE,175957210,,,"Comics & Graphic Novels, For History Lovers, Rather Short, Seriously Great Writing, Family Matters",Graphic Novel,"We’ve seen the character Julio before &mdash; he was introduced in the second volume of Gilbert and Jamie Hernandez’s groundbreaking ""Love and Rockets"" series. Here, Gilbert Hernandez gives him the spotlight, chronicling the events of his singular life from his birth in the year 1900 to his death 100 years later. In between, there are pain and loss, war and disease, and &mdash; most movingly &mdash; throttled sexual desire that Julio cannot bring himself to acknowledge, much less name. With a quiet, carefully layered mastery, Hernandez shows us the times changing around Julio, while Julio remains unchanged &mdash; and alone.",0.436324347
